! FILETYPE CSV,
! VERSION 1.0,1
! TIMESTAMP Tuesday, 19 March 2019 13:26:54
! NAME Agilent Technologies,
! MODEL N9923A,
! SERIAL US49470133,
! FIRMWARE_VERSION A.05.53,
! GPS_LATITUDE ,
! GPS_LONGITUDE ,
! GPS_TIMESTAMP 0001-01-01 00:00:00Z,
! GPS_SECS_SINCE_LAST_READ 0,
! CHECKSUM 0455228136,
! CORRECTION1 Rdy,
! DATA Freq,S11
! FREQ UNIT Hz,
! DATA UNIT dB,
BEGIN,
2540730000,-6.23398466489876
2560720000,-6.41793291430763
2580710000,-6.09228849142609
2600700000,-6.30961404247045
2620690000,-6.21512812109724
2640680000,-6.39761141530372
2660670000,-6.35226918314651
2680660000,-6.40345221066036
2700650000,-6.49348933997124
2720640000,-6.59063677087479
2740630000,-6.49415253526398
2760620000,-6.70567981912781
2780610000,-6.64281008965226
2800600000,-6.75591806153511
2820590000,-6.61175063938952
2840580000,-6.77601039834208
2860570000,-7.31958882360017
2880560000,-6.8030567622456
2900550000,-7.07924040531966
2920540000,-6.89536161000158
2940530000,-7.03418231321193
2960520000,-7.38879983259958
2980510000,-6.81828671301616
3000500000,-7.3264089030715
3020490000,-7.15106326925553
3040480000,-7.16618480229873
3060470000,-7.59987581226652
3080460000,-6.88028007861691
3100450000,-7.76365769459456
3120440000,-7.04400595854531
3140430000,-7.28349971390343
3160420000,-7.48806724532293
3180410000,-6.78978190539141
3200400000,-7.98353469388161
3220390000,-6.72889178123545
3240380000,-7.77335110459723
3260370000,-7.23155725343278
3280360000,-7.02515204079073
3300350000,-7.92638604957225
3320340000,-6.60077326864214
3340330000,-8.09221374114228
3360320000,-6.78887230929171
3380310000,-7.32800470941916
3400300000,-7.63106600929057
3420290000,-6.73656854704481
3440280000,-8.0932959030717
3460270000,-6.58896645112709
3480260000,-7.8202246294472
3500250000,-7.31851390970703
3520240000,-6.94480037068367
3540230000,-8.085683156492
3560220000,-6.65509944414872
3580210000,-8.14665444460956
3600200000,-7.00949082067155
3620190000,-7.20771922542054
3640180000,-8.08093657782827
3660170000,-6.74839960744444
3680160000,-8.17282423719549
3700150000,-7.07842102435264
3720140000,-7.6568608088892
3740130000,-7.81331503360316
3760120000,-6.97505722282591
3780110000,-8.42691245916811
3800100000,-6.95039339237805
3820090000,-8.02580061807207
3840080000,-7.65517077968872
3860070000,-7.00971592788155
3880060000,-8.67094367314408
3900050000,-6.89277460637101
3920040000,-8.2589339327289
3940030000,-7.5991899627247
3960020000,-7.24262823967059
3980010000,-8.73604922554831
4000000000,-6.83258660579756
